Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score
Monte Carlo Masters,14/04/2016,Masters 1000,Outdoor,Clay,3rd Round,3,Monfils G.,Vesely J.,Monfils G.,1.25,4,6-1 6-2
Monte Carlo Masters,14/04/2016,Masters 1000,Outdoor,Clay,3rd Round,3,Bautista Agut R.,Federer R.,Federer R.,4.5,1.18,2-6 4-6
Monte Carlo Masters,14/04/2016,Masters 1000,Outdoor,Clay,3rd Round,3,Granollers M.,Goffin D.,Granollers M.,4.33,1.22,7-6 6-4
Monte Carlo Masters,14/04/2016,Masters 1000,Outdoor,Clay,3rd Round,3,Pouille L.,Tsonga J.W.,Tsonga J.W.,3.4,1.33,4-6 4-6
Monte Carlo Masters,15/04/2016,Masters 1000,Outdoor,Clay,Quarterfinals,3,Murray A.,Raonic M.,Murray A.,1.36,3.25,6-2 6-0
Monte Carlo Masters,15/04/2016,Masters 1000,Outdoor,Clay,Quarterfinals,3,Wawrinka S.,Nadal R.,Nadal R.,2.1,1.72,1-6 4-6
Monte Carlo Masters,15/04/2016,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsonga J.W.,Federer R.,Tsonga J.W.,3.4,1.33,3-6 6-2 7-5
Monte Carlo Masters,15/04/2016,Masters 1000,Outdoor,Clay,Quarterfinals,3,Granollers M.,Monfils G.,Monfils G.,4.5,1.2,2-6 4-6
Monte Carlo Masters,16/04/2016,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Murray A.,Nadal R.,1.4,3,2-6 6-4 6-2
Monte Carlo Masters,16/04/2016,Masters 1000,Outdoor,Clay,Semifinals,3,Tsonga J.W.,Monfils G.,Monfils G.,2.1,1.72,1-6 3-6
Monte Carlo Masters,17/04/2016,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Monfils G.,Nadal R.,1.28,3.75,7-5 5-7 6-0
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Bagnis F.,Donskoy E.,Donskoy E.,1.4,2.75,5-7 6-7
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Jaziri M.,Chung H.,Jaziri M.,3,1.36,6-3 6-4
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Kukushkin M.,Estrella Burgos V.,Estrella Burgos V.,1.61,2.2,6-3 2-6 2-6
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Stepanek R.,Giraldo S.,Stepanek R.,2.1,1.66,6-4 7-5
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Skugor F.,Cervantes I.,Cervantes I.,2.25,1.57,3-6 4-6
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Khachanov K.,Bedene A.,Khachanov K.,3,1.36,3-6 6-3 7-6
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,Montanes A.,Montanes A.,2.37,1.53,3-6 3-6
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Gabashvili T.,Almagro N.,Gabashvili T.,3.25,1.33,1-6 7-6 6-2
Open Banco Sabadell,18/04/2016,ATP500,Outdoor,Clay,1st Round,3,Struff J.L.,Zverev A.,Zverev A.,3,1.36,4-6 3-6
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,1st Round,3,Fucsovics M.,Gulbis E.,Fucsovics M.,2.37,1.53,5-7 6-4 6-1
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,1st Round,3,Istomin D.,Carreno Busta P.,Carreno Busta P.,4.5,1.18,5-7 5-7
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,1st Round,3,Youzhny M.,Ram R.,Youzhny M.,1.22,4,6-2 6-2
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,1st Round,3,Cachin P.,Dodig I.,Dodig I.,2,1.72,7-5 2-6 4-6
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,1st Round,3,Granollers M.,Munoz De La Nava D.,Granollers M.,1.36,3,6-4 6-3
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,1st Round,3,Ymer E.,De Bakker T.,De Bakker T.,1.66,2.1,4-6 7-6 3-6
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Munar J.,Ramos-Vinolas A.,1.1,7,6-3 6-2
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Donskoy E.,Dolgopolov O.,Dolgopolov O.,3.75,1.25,6-4 6-7 4-6
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Khachanov K.,Bautista Agut R.,Khachanov K.,8,1.07,6-2 6-7 6-3
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Gabashvili T.,Paire B.,Paire B.,2.37,1.53,2-6 5-7
Open Banco Sabadell,19/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Chardy J.,Estrella Burgos V.,Chardy J.,1.4,2.75,7-5 6-2
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Youzhny M.,Fognini F.,Fognini F.,2.5,1.5,6-3 0-6 1-6
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Jaziri M.,Olivo R.,Jaziri M.,1.61,2.2,6-1 4-6 6-3
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Bellucci T.,Zverev A.,Zverev A.,2.75,1.4,3-6 7-6 5-7
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Carreno Busta P.,Kohlschreiber P.,1.44,2.62,6-2 6-1
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Fucsovics M.,Troicki V.,Troicki V.,3.25,1.33,4-6 6-1 0-6
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Nishikori K.,De Bakker T.,Nishikori K.,1.08,7,6-4 6-2
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Sousa J.,Montanes A.,Montanes A.,1.57,2.25,1-6 3-6
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Nadal R.,Granollers M.,Nadal R.,1.05,11,6-3 6-2
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Cervantes I.,Kuznetsov An.,Kuznetsov An.,3,1.36,6-7 4-6
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Stepanek R.,Roger-Vasselin E.,Stepanek R.,1.5,2.5,6-7 6-1 6-4
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Dodig I.,Lopez F.,Lopez F.,2.62,1.44,6-7 4-6
Open Banco Sabadell,20/04/2016,ATP500,Outdoor,Clay,2nd Round,3,Cuevas P.,Ramos-Vinolas A.,Cuevas P.,1.4,2.75,6-4 7-5
Open Banco Sabadell,21/04/2016,ATP500,Outdoor,Clay,3rd Round,3,Montanes A.,Nadal R.,Nadal R.,19,1.02,2-6 2-6
Open Banco Sabadell,21/04/2016,ATP500,Outdoor,Clay,3rd Round,3,Fognini F.,Troicki V.,Fognini F.,1.53,2.37,6-3 6-2
Open Banco Sabadell,21/04/2016,ATP500,Outdoor,Clay,3rd Round,3,Zverev A.,Jaziri M.,Jaziri M.,1.18,4.5,6-7 4-6
Open Banco Sabadell,21/04/2016,ATP500,Outdoor,Clay,3rd Round,3,Nishikori K.,Chardy J.,Nishikori K.,1.16,5,6-3 7-5
Open Banco Sabadell,21/04/2016,ATP500,Outdoor,Clay,3rd Round,3,Cuevas P.,Paire B.,Paire B.,1.53,2.37,2-6 4-6
Open Banco Sabadell,21/04/2016,ATP500,Outdoor,Clay,3rd Round,3,Dolgopolov O.,Khachanov K.,Dolgopolov O.,1.3,3.4,6-4 7-5
Open Banco Sabadell,21/04/2016,ATP500,Outdoor,Clay,3rd Round,3,Stepanek R.,Kuznetsov An.,Kuznetsov An.,3.75,1.25,2-6 4-6
Open Banco Sabadell,21/04/2016,ATP500,Outdoor,Clay,3rd Round,3,Kohlschreiber P.,Lopez F.,Kohlschreiber P.,1.36,3,6-7 7-5 6-3
Open Banco Sabadell,22/04/2016,ATP500,Outdoor,Clay,Quarterfinals,3,Jaziri M.,Paire B.,Paire B.,4.5,1.16,6-3 5-7 1-6
Open Banco Sabadell,22/04/2016,ATP500,Outdoor,Clay,Quarterfinals,3,Nishikori K.,Dolgopolov O.,Nishikori K.,1.14,5.5,7-5 6-0
Open Banco Sabadell,22/04/2016,ATP500,Outdoor,Clay,Quarterfinals,3,Fognini F.,Nadal R.,Nadal R.,6,1.12,2-6 6-7
Open Banco Sabadell,22/04/2016,ATP500,Outdoor,Clay,Quarterfinals,3,Kohlschreiber P.,Kuznetsov An.,Kohlschreiber P.,1.44,2.62,6-3 6-1
Open Banco Sabadell,23/04/2016,ATP500,Outdoor,Clay,Semifinals,3,Paire B.,Nishikori K.,Nishikori K.,5,1.16,3-6 2-6
Open Banco Sabadell,23/04/2016,ATP500,Outdoor,Clay,Semifinals,3,Nadal R.,Kohlschreiber P.,Nadal R.,1.11,6.5,6-3 6-3
Open Banco Sabadell,24/04/2016,ATP500,Outdoor,Clay,The Final,3,Nishikori K.,Nadal R.,Nadal R.,3.25,1.36,4-6 5-7
BRD Nastase Tiriac Trophy,18/04/2016,ATP250,Outdoor,Clay,1st Round,3,Edmund K.,Rosol L.,Edmund K.,1.9,1.8,7-6 7-6
BRD Nastase Tiriac Trophy,18/04/2016,ATP250,Outdoor,Clay,1st Round,3,Ungur A.,Pella G.,Pella G.,3.5,1.28,5-7 2-6
BRD Nastase Tiriac Trophy,18/04/2016,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,Linzer M.,Daniel T.,1.25,3.75,6-2 6-0
BRD Nastase Tiriac Trophy,18/04/2016,ATP250,Outdoor,Clay,1st Round,3,Copil M.,Dzumhur D.,Dzumhur D.,3,1.36,1-6 6-3 2-6
BRD Nastase Tiriac Trophy,19/04/2016,ATP250,Outdoor,Clay,1st Round,3,Pouille L.,Lajovic D.,Pouille L.,1.61,2.2,6-3 6-4
BRD Nastase Tiriac Trophy,19/04/2016,ATP250,Outdoor,Clay,1st Round,3,Schwartzman D.,Lorenzi P.,Lorenzi P.,2.1,1.66,3-6 4-6
BRD Nastase Tiriac Trophy,19/04/2016,ATP250,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Mannarino A.,Gimeno-Traver D.,1.28,3.5,3-6 6-4 6-4
BRD Nastase Tiriac Trophy,19/04/2016,ATP250,Outdoor,Clay,1st Round,3,Baghdatis M.,Cecchinato M.,Cecchinato M.,1.28,3.5,2-6 4-6
BRD Nastase Tiriac Trophy,19/04/2016,ATP250,Outdoor,Clay,1st Round,3,Haase R.,Arnaboldi A.,Haase R.,1.61,2.2,7-6 6-4
BRD Nastase Tiriac Trophy,19/04/2016,ATP250,Outdoor,Clay,1st Round,3,Sela D.,Marchenko I.,Marchenko I.,2.37,1.53,4-6 6-4 4-6
BRD Nastase Tiriac Trophy,19/04/2016,ATP250,Outdoor,Clay,1st Round,3,Verdasco F.,Setkic A.,Verdasco F.,1.12,6,6-7 6-1 7-5
BRD Nastase Tiriac Trophy,19/04/2016,ATP250,Outdoor,Clay,1st Round,3,Mathieu P.H.,Albot R.,Albot R.,1.36,3,6-7 6-2 1-6
BRD Nastase Tiriac Trophy,21/04/2016,ATP250,Outdoor,Clay,2nd Round,3,Cecchinato M.,Dzumhur D.,Cecchinato M.,3.25,1.33,6-3 7-6
BRD Nastase Tiriac Trophy,21/04/2016,ATP250,Outdoor,Clay,2nd Round,3,Gimeno-Traver D.,Pella G.,Pella G.,2.37,1.53,1-6 6-3 2-6
BRD Nastase Tiriac Trophy,21/04/2016,ATP250,Outdoor,Clay,2nd Round,3,Pouille L.,Karlovic I.,Pouille L.,1.28,3.5,6-3 6-4
BRD Nastase Tiriac Trophy,21/04/2016,ATP250,Outdoor,Clay,2nd Round,3,Edmund K.,Garcia-Lopez G.,Garcia-Lopez G.,2.5,1.5,3-6 3-6
BRD Nastase Tiriac Trophy,21/04/2016,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,Marchenko I.,Delbonis F.,1.16,5,7-5 6-2
BRD Nastase Tiriac Trophy,21/04/2016,ATP250,Outdoor,Clay,2nd Round,3,Daniel T.,Lorenzi P.,Lorenzi P.,2.25,1.57,2-6 0-6
BRD Nastase Tiriac Trophy,21/04/2016,ATP250,Outdoor,Clay,2nd Round,3,Haase R.,Tomic B.,Haase R.,2,1.72,7-6 5-7 6-3
BRD Nastase Tiriac Trophy,21/04/2016,ATP250,Outdoor,Clay,2nd Round,3,Albot R.,Verdasco F.,Verdasco F.,4.33,1.2,3-6 1-6
BRD Nastase Tiriac Trophy,22/04/2016,ATP250,Outdoor,Clay,Quarterfinals,3,Delbonis F.,Cecchinato M.,Delbonis F.,1.16,5,6-2 6-2
BRD Nastase Tiriac Trophy,22/04/2016,ATP250,Outdoor,Clay,Quarterfinals,3,Lorenzi P.,Pouille L.,Pouille L.,2.2,1.61,6-4 4-6 5-7
BRD Nastase Tiriac Trophy,22/04/2016,ATP250,Outdoor,Clay,Quarterfinals,3,Garcia-Lopez G.,Pella G.,Garcia-Lopez G.,1.66,2.1,7-6 3-6 7-6
BRD Nastase Tiriac Trophy,22/04/2016,ATP250,Outdoor,Clay,Quarterfinals,3,Haase R.,Verdasco F.,Verdasco F.,3.25,1.33,6-7 3-6
