Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score,Player_1_Elo,Player_2_Elo
French Open,27/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Paire B.,Copil M.,Paire B.,1.14,5.5,6-4 6-7 6-0 6-1,445,355
French Open,27/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Sandgren T.,Albot R.,Albot R.,3.4,1.33,6-7 6-7 6-3 1-6,425,380
French Open,27/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Bublik A.,Molleker R.,Bublik A.,3.2,1.36,7-5 6-7 6-1 7-6,490,480
French Open,27/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Janvier M.,Cuevas P.,Cuevas P.,5.0,1.16,4-6 4-6 2-6,485,570
French Open,27/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Struff J.L.,Shapovalov D.,Struff J.L.,1.57,2.37,7-6 6-3 6-4,355,515
French Open,27/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Paul T.,Thiem D.,Thiem D.,19.0,1.02,4-6 6-4 6-7 2-6,480,990
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Fognini F.,Seppi A.,Fognini F.,1.16,5.0,6-3 6-0 3-6 6-3,665,330
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Tomic B.,Fritz T.,Fritz T.,5.5,1.14,1-6 4-6 1-6,530,460
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Delbonis F.,Garcia-Lopez G.,Delbonis F.,1.3,3.5,6-1 3-6 6-3 6-2,410,205
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Jarry N.,Del Potro J.M.,Del Potro J.M.,3.5,1.3,6-3 2-6 1-6 4-6,475,1725
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Millman J.,Zverev A.,1.11,6.5,7-6 6-3 2-6 6-7 6-3,950,415
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Mcdonald M.,Nishioka Y.,Nishioka Y.,3.4,1.33,7-6 0-6 6-4 2-6 3-6,445,470
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Benchetrit E.,Norrie C.,Benchetrit E.,2.3,1.61,6-3 6-0 6-2,500,470
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Rola B.,Ymer M.,Ymer M.,2.3,1.61,0-6 3-6 6-7,460,465
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Lajovic D.,Monteiro T.,Lajovic D.,1.44,2.75,6-3 6-4 6-4,370,425
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Chardy J.,Edmund K.,Edmund K.,2.1,1.72,6-7 7-5 4-6 6-4 5-7,410,525
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Karlovic I.,Lopez F.,Karlovic I.,2.75,1.44,7-6 7-5 6-7 7-5,700,670
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Johnson S.,Bautista Agut R.,Bautista Agut R.,4.33,1.22,3-6 4-6 2-6,500,795
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Thompson J.,Davidovich Fokina A.,Thompson J.,2.75,1.44,6-3 6-2 7-6,405,495
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Kukushkin M.,Klizan M.,Klizan M.,2.37,1.57,6-3 7-5 4-6 2-6 3-6,285,490
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Pouille L.,Bolelli S.,Pouille L.,1.4,3.0,6-3 6-4 7-5,575,305
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Evans D.,Verdasco F.,Verdasco F.,4.33,1.22,3-6 7-6 3-6 2-6,475,1110
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Barrere G.,Ebden M.,Barrere G.,1.25,4.0,6-3 5-7 7-5 6-1,470,255
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Dzumhur D.,Hoang A.,Hoang A.,1.33,3.4,4-6 6-0 6-7 3-6,480,495
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Mannarino A.,Travaglia S.,Mannarino A.,2.5,1.53,6-7 6-3 3-6 6-2 6-2,305,455
French Open,28/05/2019,Grand Slam,Outdoor,Clay,1st Round,5,Daniel T.,Monfils G.,Monfils G.,6.0,1.12,0-6 4-6 1-6,350,1485
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Tsitsipas S.,Dellien H.,Tsitsipas S.,1.1,7.0,4-6 6-0 6-3 7-5,630,495
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Pella G.,Moutet C.,Moutet C.,1.28,3.75,3-6 1-6 6-2 5-7,460,465
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Maden Y.,Nadal R.,1.002,41.0,6-1 6-2 6-4,4030,470
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Kecmanovic M.,Goffin D.,Goffin D.,6.0,1.12,2-6 4-6 3-6,485,810
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Nishikori K.,Tsonga J.W.,Nishikori K.,1.33,3.4,4-6 6-4 6-4 6-4,1490,1610
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Gasquet R.,Londero J.I.,Londero J.I.,1.8,2.0,2-6 6-3 3-6 4-6,1600,505
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Djere L.,Popyrin A.,Djere L.,1.22,4.33,6-4 7-6 6-4,505,455
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Carballes Baena R.,Krajinovic F.,Krajinovic F.,3.0,1.4,4-6 4-6 7-6 6-3 6-8,475,480
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Mahut N.,Kohlschreiber P.,Mahut N.,7.0,1.1,6-3 6-3 6-3,340,985
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Berrettini M.,Ruud C.,Ruud C.,1.53,2.5,4-6 5-7 3-6,520,510
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Dimitrov G.,Cilic M.,Dimitrov G.,2.5,1.53,6-7 6-4 4-6 7-6 6-3,955,1470
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Garin C.,Wawrinka S.,Wawrinka S.,2.5,1.53,1-6 4-6 0-6,535,1470
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Otte O.,Federer R.,1.02,19.0,6-4 6-3 6-4,4355,495
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Herbert P.H.,Paire B.,Paire B.,2.75,1.44,2-6 2-6 7-5 7-6 9-11,425,450
French Open,29/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Carreno Busta P.,De Minaur A.,Carreno Busta P.,1.4,3.0,6-3 6-1 6-1,660,525
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Bublik A.,Thiem D.,Thiem D.,19.0,1.02,3-6 7-6 3-6 5-7,485,995
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Caruso S.,Simon G.,Caruso S.,3.5,1.3,6-1 6-2 6-4,485,1125
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Schwartzman D.,Mayer L.,Mayer L.,1.3,3.5,6-4 3-6 4-6 5-7,540,440
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Ymer M.,Zverev A.,1.14,5.5,6-1 6-3 7-6,955,460
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Laaksonen H.,Djokovic N.,Djokovic N.,29.0,1.005,1-6 4-6 3-6,455,3670
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Hoang A.,Verdasco F.,Hoang A.,6.0,1.12,6-4 3-6 7-6 7-5,500,1105
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Benchetrit E.,Lajovic D.,Lajovic D.,3.5,1.3,3-6 3-6 4-6,495,375
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Struff J.L.,Albot R.,Struff J.L.,1.36,3.2,7-6 7-6 6-7 6-2,360,375
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Karlovic I.,Thompson J.,Thompson J.,2.5,1.53,3-6 4-6 7-6 3-6,695,410
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Del Potro J.M.,Nishioka Y.,Del Potro J.M.,1.08,8.0,5-7 6-4 6-2 6-7 6-2,1730,465
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Mannarino A.,Monfils G.,Monfils G.,7.0,1.1,3-6 4-6 4-6,300,1490
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Coric B.,Harris L.,Coric B.,1.08,8.0,6-2 6-3 7-6,590,460
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Fritz T.,Bautista Agut R.,Bautista Agut R.,2.75,1.44,2-6 3-6 2-6,455,800
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Khachanov K.,Barrere G.,Khachanov K.,1.1,7.0,6-3 7-6 0-6 7-5,585,465
French Open,30/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Delbonis F.,Fognini F.,Fognini F.,2.75,1.44,4-6 6-3 3-6 3-6,405,670
French Open,31/05/2019,Grand Slam,Outdoor,Clay,2nd Round,5,Klizan M.,Pouille L.,Klizan M.,3.0,1.4,7-6 2-6 6-3 3-6 9-7,495,570
French Open,31/05/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Djere L.,Nishikori K.,Nishikori K.,3.5,1.3,4-6 7-6 3-6 6-4 6-8,500,1495
French Open,31/05/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Ruud C.,Federer R.,1.11,6.5,6-3 6-1 7-6,4360,505
French Open,31/05/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Mahut N.,Mayer L.,Mayer L.,4.0,1.25,6-3 6-7 4-6 6-7,335,445
French Open,31/05/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Londero J.I.,Moutet C.,Londero J.I.,1.57,2.37,2-6 6-3 6-4 5-7 6-4,510,460
French Open,31/05/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Goffin D.,Nadal R.,Nadal R.,15.0,1.03,1-6 3-6 6-4 3-6,805,4035
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Fognini F.,Bautista Agut R.,Fognini F.,1.66,2.2,7-6 6-4 4-6 6-1,675,795
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Lajovic D.,Zverev A.,Zverev A.,3.5,1.3,4-6 2-6 6-4 6-1 2-6,370,960
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Tsitsipas S.,Krajinovic F.,Tsitsipas S.,1.16,5.0,7-5 6-3 6-7 7-6,635,475
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Coric B.,Struff J.L.,Struff J.L.,1.4,3.0,6-4 1-6 6-4 6-7 9-11,585,365
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Wawrinka S.,Dimitrov G.,Wawrinka S.,1.33,3.4,7-6 7-6 7-6,1475,950
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Caruso S.,Djokovic N.,Djokovic N.,29.0,1.005,3-6 3-6 2-6,480,3675
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Thiem D.,Cuevas P.,Thiem D.,1.2,4.5,6-3 4-6 6-2 7-5,1000,565
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Hoang A.,Monfils G.,Monfils G.,8.0,1.08,3-6 2-6 3-6,495,1495
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Del Potro J.M.,Thompson J.,Del Potro J.M.,1.28,3.75,6-4 6-4 6-0,1735,405
French Open,1/06/2019,Grand Slam,Outdoor,Clay,3rd Round,5,Klizan M.,Khachanov K.,Khachanov K.,3.5,1.3,1-6 4-6 3-6,490,590
French Open,2/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Mayer L.,Federer R.,1.08,8.0,6-2 6-3 6-3,4365,440
French Open,2/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Tsitsipas S.,Wawrinka S.,Wawrinka S.,1.72,2.1,6-7 7-5 4-6 6-3 6-8,630,1480
French Open,2/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Londero J.I.,Nadal R.,1.005,34.0,6-2 6-3 6-3,4040,505
French Open,3/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Paire B.,Nishikori K.,Nishikori K.,2.75,1.44,2-6 7-6 2-6 7-6 5-7,445,1500
French Open,3/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Struff J.L.,Djokovic N.,1.04,13.0,6-3 6-2 6-2,3680,360
French Open,3/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Monfils G.,Thiem D.,Thiem D.,3.2,1.36,4-6 4-6 2-6,1490,1005
French Open,3/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Fognini F.,Zverev A.,2.1,1.72,3-6 6-2 6-2 7-6,965,670
French Open,3/06/2019,Grand Slam,Outdoor,Clay,4th Round,5,Del Potro J.M.,Khachanov K.,Khachanov K.,1.44,2.75,5-7 3-6 6-3 3-6,1730,595
French Open,4/06/2019,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Wawrinka S.,Federer R.,1.36,3.2,7-6 4-6 7-6 6-4,4370,1475
French Open,4/06/2019,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nishikori K.,Nadal R.,Nadal R.,19.0,1.02,1-6 1-6 3-6,1495,4045
French Open,6/06/2019,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Zverev A.,Djokovic N.,1.1,7.0,7-5 6-2 6-2,3685,960
French Open,6/06/2019,Grand Slam,Outdoor,Clay,Quarterfinals,5,Khachanov K.,Thiem D.,Thiem D.,3.75,1.28,2-6 4-6 2-6,590,1010
French Open,7/06/2019,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Federer R.,Nadal R.,1.12,6.0,6-3 6-4 6-2,4050,4365
French Open,8/06/2019,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Thiem D.,Thiem D.,1.44,2.75,2-6 6-3 5-7 7-5 5-7,3680,1015
French Open,9/06/2019,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Thiem D.,Nadal R.,1.2,4.75,6-3 5-7 6-1 6-1,4055,1010
Rosmalen Grass Court Championships,10/06/2019,ATP250,Outdoor,Grass,1st Round,3,Rodionov J.,Fritz T.,Fritz T.,4.33,1.2,6-7 4-6,490,460
Rosmalen Grass Court Championships,10/06/2019,ATP250,Outdoor,Grass,1st Round,3,Garin C.,Caruso S.,Garin C.,1.5,2.5,6-1 6-4,540,475
Rosmalen Grass Court Championships,10/06/2019,ATP250,Outdoor,Grass,1st Round,3,Paul T.,Thompson J.,Thompson J.,1.8,1.9,6-3 1-6 4-6,475,410
Rosmalen Grass Court Championships,10/06/2019,ATP250,Outdoor,Grass,1st Round,3,Haase R.,Humbert U.,Haase R.,1.57,2.25,5-7 7-6 7-6,270,460
Rosmalen Grass Court Championships,10/06/2019,ATP250,Outdoor,Grass,1st Round,3,Sousa J.,Tiafoe F.,Tiafoe F.,3.0,1.36,2-6 6-7,320,430
Rosmalen Grass Court Championships,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Gasquet R.,Bedene A.,Gasquet R.,1.36,3.0,6-7 7-6 6-4,1605,385
Rosmalen Grass Court Championships,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Sinner J.,Jarry N.,Jarry N.,2.1,1.66,6-7 3-6,490,480
Rosmalen Grass Court Championships,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Seppi A.,Fabbiano T.,Seppi A.,1.4,2.75,7-6 7-5,335,350
Rosmalen Grass Court Championships,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Davidovich Fokina A.,Goffin D.,Goffin D.,3.4,1.3,0-6 2-6,490,810
Rosmalen Grass Court Championships,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,De Bakker T.,Mannarino A.,1.18,4.5,6-2 6-1,305,365
Rosmalen Grass Court Championships,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Ebden M.,Herbert P.H.,Herbert P.H.,1.66,2.1,4-6 5-7,250,430
Rosmalen Grass Court Championships,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Kukushkin M.,Sonego L.,Kukushkin M.,1.61,2.2,5-7 6-4 6-4,290,475
Rosmalen Grass Court Championships,12/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Tiafoe F.,Thompson J.,Thompson J.,1.5,2.5,3-6 2-6,425,415
Rosmalen Grass Court Championships,12/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Coric B.,Fritz T.,Coric B.,1.53,2.37,4-6 6-3 6-3,590,455
Rosmalen Grass Court Championships,12/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Seppi A.,De Minaur A.,De Minaur A.,2.62,1.44,5-7 3-6,330,530
Rosmalen Grass Court Championships,13/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Goffin D.,Herbert P.H.,Goffin D.,1.33,3.25,6-3 7-5,815,425
Rosmalen Grass Court Championships,13/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Haase R.,Garin C.,Garin C.,2.1,1.66,5-7 5-7,265,545
Rosmalen Grass Court Championships,13/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Jarry N.,Tsitsipas S.,Jarry N.,4.5,1.18,6-4 3-6 6-4,485,625
Rosmalen Grass Court Championships,13/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Verdasco F.,Mannarino A.,Mannarino A.,2.2,1.61,6-1 3-6 4-6,1100,310
Rosmalen Grass Court Championships,14/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Gasquet R.,Kukushkin M.,Gasquet R.,1.53,2.37,6-4 6-3,1610,285
Rosmalen Grass Court Championships,14/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Garin C.,Coric B.,Coric B.,2.75,1.44,7-6 3-6 6-7,540,595
Rosmalen Grass Court Championships,14/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Mannarino A.,Goffin D.,Mannarino A.,3.5,1.3,3-6 7-5 6-3,315,810
Rosmalen Grass Court Championships,14/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,De Minaur A.,Thompson J.,Thompson J.,1.5,2.62,6-4 2-6 3-6,525,420
Rosmalen Grass Court Championships,14/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Gasquet R.,Jarry N.,Gasquet R.,1.72,2.1,7-6 6-4,1615,480
Rosmalen Grass Court Championships,16/06/2019,ATP250,Outdoor,Grass,Semifinals,3,Gasquet R.,Thompson J.,Thompson J.,1.53,2.5,5-7 3-6,1610,425
Rosmalen Grass Court Championships,16/06/2019,ATP250,Outdoor,Grass,Semifinals,3,Mannarino A.,Coric B.,Mannarino A.,2.75,1.44,4-6 6-3 7-6,320,590
Rosmalen Grass Court Championships,16/06/2019,ATP250,Outdoor,Grass,The Final,3,Thompson J.,Mannarino A.,Mannarino A.,2.1,1.72,6-7 3-6,420,325
Mercedes Cup,10/06/2019,ATP250,Outdoor,Grass,1st Round,3,Tsonga J.W.,Zverev M.,Tsonga J.W.,1.28,3.5,6-3 6-0,1615,230
Mercedes Cup,10/06/2019,ATP250,Outdoor,Grass,1st Round,3,Kohlschreiber P.,Kecmanovic M.,Kecmanovic M.,1.16,5.0,6-4 5-7 3-6,980,490
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Fucsovics M.,Munar J.,Fucsovics M.,1.3,3.4,7-6 6-4,485,490
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Shapovalov D.,Struff J.L.,Struff J.L.,1.72,2.0,5-7 4-6,510,365
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Raonic M.,Popyrin A.,Raonic M.,1.3,3.4,6-7 6-4 7-6,1345,450
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Gulbis E.,Auger-Aliassime F.,Auger-Aliassime F.,2.2,1.61,5-7 3-6,465,530
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Brown D.,Millman J.,Brown D.,2.0,1.72,6-4 7-6,350,410
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Lopez F.,Pouille L.,Pouille L.,1.83,1.83,3-6 6-3 6-7,665,575
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Kudla D.,Galovic V.,Kudla D.,1.25,3.75,6-3 6-2,300,490
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Kyrgios N.,Berrettini M.,Berrettini M.,1.44,2.62,3-6 4-6,800,525
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Simon G.,Gojowczyk P.,Simon G.,1.72,2.0,4-6 6-2 6-3,1130,460
Mercedes Cup,11/06/2019,ATP250,Outdoor,Grass,1st Round,3,Johnson S.,Monfils G.,Monfils G.,2.62,1.44,5-7 7-5 6-7,495,1495
Mercedes Cup,12/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Fucsovics M.,Basilashvili N.,Fucsovics M.,1.5,2.5,6-7 6-2 7-5,490,460
Mercedes Cup,12/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Tsonga J.W.,Raonic M.,Raonic M.,1.66,2.1,4-6 7-6 6-7,1610,1350
Mercedes Cup,12/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Struff J.L.,Kecmanovic M.,Struff J.L.,1.3,3.4,6-2 6-2,370,485
Mercedes Cup,12/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Medvedev D.,Pouille L.,Pouille L.,1.44,2.62,6-7 6-4 2-6,645,580
Mercedes Cup,13/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Kudla D.,Monfils G.,Kudla D.,2.75,1.4,7-5 6-7 7-6,305,1490
Mercedes Cup,13/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Khachanov K.,Berrettini M.,Berrettini M.,1.72,2.0,4-6 2-6,585,530
Mercedes Cup,13/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Brown D.,Zverev A.,Brown D.,3.5,1.28,6-4 6-7 6-3,355,955
Mercedes Cup,13/06/2019,ATP250,Outdoor,Grass,2nd Round,3,Simon G.,Auger-Aliassime F.,Auger-Aliassime F.,2.5,1.5,5-7 4-6,1125,535
Mercedes Cup,14/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Berrettini M.,Kudla D.,Berrettini M.,1.44,2.75,6-3 6-3,535,300
Mercedes Cup,14/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Pouille L.,Struff J.L.,Struff J.L.,2.0,1.8,4-6 4-6,575,375
Mercedes Cup,14/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Auger-Aliassime F.,Brown D.,Auger-Aliassime F.,1.57,2.37,7-6 6-7 7-6,540,350
Mercedes Cup,14/06/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Fucsovics M.,Raonic M.,Raonic M.,3.0,1.4,4-6 4-6,485,1355
Mercedes Cup,15/06/2019,ATP250,Outdoor,Grass,Semifinals,3,Berrettini M.,Struff J.L.,Berrettini M.,1.8,2.0,6-4 7-5,540,370
Mercedes Cup,16/06/2019,ATP250,Outdoor,Grass,The Final,3,Auger-Aliassime F.,Berrettini M.,Berrettini M.,2.75,1.44,4-6 6-7,535,545
Halle Open,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Albot R.,Ebden M.,Albot R.,2.1,1.66,5-7 6-1 6-4,380,245
Halle Open,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Kohlschreiber P.,Johnson S.,Johnson S.,1.57,2.25,3-6 3-6,975,500
Halle Open,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Herbert P.H.,Monfils G.,Herbert P.H.,2.62,1.44,7-6 6-4,430,1485
Halle Open,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Hurkacz H.,Sousa J.,Sousa J.,1.66,2.1,6-7 1-6,460,325
Halle Open,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Khachanov K.,Kecmanovic M.,Khachanov K.,1.25,3.75,7-6 6-4,590,480
Halle Open,17/06/2019,ATP500,Outdoor,Grass,1st Round,3,Haase R.,Zverev A.,Zverev A.,5.0,1.16,4-6 5-7,260,960
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Gasquet R.,Gojowczyk P.,Gasquet R.,1.36,3.0,6-3 6-4,1615,455
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Pella G.,Goffin D.,Goffin D.,4.33,1.2,1-6 1-6,455,815
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Struff J.L.,Djere L.,Struff J.L.,1.16,5.0,6-4 6-4,375,495
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Fritz T.,Bautista Agut R.,Bautista Agut R.,2.5,1.5,6-7 0-6,450,800
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Coric B.,Munar J.,Coric B.,1.18,4.5,7-6 6-3,595,485
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Molleker R.,Stakhovsky S.,Stakhovsky S.,2.37,1.53,6-3 6-7 2-6,475,320
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Seppi A.,Moraing M.,Seppi A.,1.36,3.0,6-4 7-6,335,495
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Paire B.,Tsonga J.W.,Tsonga J.W.,3.0,1.36,4-6 5-7,440,1615
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Berrettini M.,Basilashvili N.,Berrettini M.,1.25,3.75,6-4 6-4,550,455
Halle Open,18/06/2019,ATP500,Outdoor,Grass,1st Round,3,Millman J.,Federer R.,Federer R.,8.0,1.08,6-7 3-6,405,4370
Halle Open,19/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Goffin D.,Albot R.,Goffin D.,1.2,4.33,4-6 6-4 6-3,820,375
Halle Open,19/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Struff J.L.,Khachanov K.,Khachanov K.,1.8,1.9,3-6 6-3 4-6,370,595
Halle Open,19/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Herbert P.H.,Stakhovsky S.,Herbert P.H.,1.33,3.25,2-6 7-6 6-4,435,315
Halle Open,19/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Sousa J.,Coric B.,Coric B.,4.0,1.22,6-7 7-5 6-7,320,600
Halle Open,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Berrettini M.,Seppi A.,Berrettini M.,1.22,4.0,4-6 6-3 6-2,555,330
Halle Open,20/06/2019,ATP500,Outdoor,Grass,2nd Round,3,Gasquet R.,Bautista Agut R.,Bautista Agut R.,2.37,1.53,1-6 4-6,1610,805
